lemma_võro,lemma_estonian,lemma_finnish,lemma_english,lemma_saami,lemma_norwegian,lemma_swedish,lemma_german,pos,semtype,audio,,,
kruvv',kruvi,ruuvi,screw,skruvva,skrue,skruv,skrue_DEU,N,TOOL,https://synaq.org/priv/heli/ev/0001k-ko-ky-00336.mp3,,,
kudama,kuduma,kutoa,knit,gođđit,strikke,väva,verknüpfen,V,WORK_ECONOMY_V,https://synaq.org/priv/heli/ev/0001k-ko-ky-00452.mp3,,,
kuioma,kuivama,kuivua,dry,goikat,tørke,torka,trocknen,V,EXPOSURE_V,https://synaq.org/priv/heli/ev/0001k-ko-ky-00507.mp3,,,
kuiv,kuiv,kuiva,dry,goikkis,tørr,torr,tørr_DEU,A,NATURE_A,https://synaq.org/priv/heli/ev/0001k-ko-ky-00504.mp3,,,
kuivama,kuivatama,kuivattaa,dry,goikadit,tørke,torka,tørke_DEU,V,FOOD_DRINK_V,https://synaq.org/priv/heli/ev/0001k-ko-ky-00508.mp3,,,
kuld,kuld,kulta,gold,golli,gull,guld,gull_DEU,N,NATURE,https://synaq.org/priv/heli/ev/0001k-ko-ky-00620.mp3,,,
kullõma,kuulama,kuunnella,listen,guldalit,lytte,lyssna,hören,V,EXPERIENCE_V,https://synaq.org/priv/heli/ev/0001k-ko-ky-01112.mp3,,,
kultuur',kultuur,kulttuuri,culture,kultuvra,kultur,kultur,kultur_DEU,N,YYY,https://synaq.org/priv/heli/ev/0001k-ko-ky-00680.mp3,,,
kummiseerik,kummisäärik,kumisaapas,rubber boot,gummestevvel,gummistøvel,gummipjäxor,gummistøvel_DEU,N,CLOTHING_PL,https://synaq.org/priv/heli/ev/0001k-ko-ky-00783.mp3,,,
kumpvek’,kompvek,karamelli,candy,čottanjálggis,pastill,karamell,godis,Bonbon,N,FOOD_DISH,FOOD_GROCERY_PL,https://synaq.org/priv/heli/ev/0001k-ke-ko-02314.mp3,
kuning,kuningas,kuningas,king,gonagas,konge,kung,König,N,OTHERS,https://synaq.org/priv/heli/ev/0001k-ko-ky-00823.mp3,,,
kunn,konn,sammakko,frog,cuoppu,frosk,groda,frosk_DEU,N,ANIMAL_WILD,https://synaq.org/priv/heli/ev/0001k-ke-ko-02380.mp3,,,
kunn,konn,sammakko,frog,rihcit,frosk,groda,frosk_DEU,N,ANIMAL_WILD,https://synaq.org/priv/heli/ev/0001k-ke-ko-02380.mp3,,,
kur'ategijä,kurjategija,rikollinen,criminal,vearrodahkki,forbryter,förbryter,forbryter_DEU,N,ACTOR,https://synaq.org/priv/heli/ev/0001k-ko-ky-00968.mp3,,,
kura,vasak,vasen,left,gurut,venstre,vänster,venstre_DEU,A,BODY_A,https://synaq.org/priv/heli/ev/0001p-pa-po-00269.mp3,,,
kurb,kurb,surullinen,sad,morašlaš,sørgelig,sorglig,sørgelig_DEU,A,ISSUE_A,https://synaq.org/priv/heli/ev/0001item0363.mp3,,,
kurgupalanik,kurgupõletik,kurkkutulehdus,throat inflammation,čottaboalddáhat,halsbetennelse,halsinflammation,halsbetennelse_DEU,N,ILLNESS,,,,
kurk',kurk,kurkku,cucumber,gurká,agurk,gurka,agurk_DEU,N,FOOD_GROCERY,https://synaq.org/priv/heli/ev/0001k-ko-ky-00979.mp3,,,
kurk,kurk,kurkku,throat,čotta,strupe,strupe,strupe_DEU,N,BODYPART,https://synaq.org/priv/heli/ev/0001k-ko-ky-00984.mp3,,,
kursus,kursus,kurssi,course,gursa,kurs,kurs,kurs_DEU,N,EDUCATION,https://synaq.org/priv/heli/ev/0001k-ko-ky-01006.mp3,,,
kurt',kurt,kuuro,deaf,bealjeheapme,døv,dov,døv_DEU,A,BODY_A,https://synaq.org/priv/heli/ev/0001k-ko-ky-01009.mp3,,,
kurõmar’aq,jõhvikad,karpalot,cranberries,karpalot_SME,tranebær,tranbär,Moosbeeren,N,FOOD_GROCERY_PL,,,,
kutsma,kutsuma,kutsua,call,gohčodit,kalle,benämna,benennen,V,VERBAL_V,https://synaq.org/priv/heli/ev/0001i-00590.mp3,,,
kutsma,kutsuma,kutsua,invite,bovdet,invitere,inbjuda,einladen,V,VERBAL_V,https://synaq.org/priv/heli/ev/0001i-00590.mp3,,,
kuu,kuu,kuukausi,month,mánnu,måned,månad,måned_DEU,N,NATURE,https://synaq.org/priv/heli/ev/0001k-ko-ky-01086.mp3,,,
kuuk’,kook,kakku,cake,gáhkku,kake,kaka,Kuchen,N,FOOD_DISH,https://synaq.org/priv/heli/ev/0001k-ke-ko-02503.mp3,,,
kuul',kool,koulu,school,skuvla,skole,skola,skole_DEU,N,CITY,https://synaq.org/priv/heli/ev/0001item0432.mp3,,,
kuuldma,kuulma,kuulla,listen,gullat,høre,höra,hören,V,EXPERIENCE_V,https://synaq.org/priv/heli/ev/0001k-ko-ky-01145.mp3,,,
kuulma,surema,kuolla,die,jápmit,dø,dö,sterben,V,BODY_V,https://synaq.org/priv/heli/ev/0001s-tsorrin-s-z-z-00814.mp3,,,
kuulsa,kuulus,kuuluisa,famous,beakkán,berømt,berömd,berømt_DEU,A,CITY,https://synaq.org/priv/heli/ev/0001k-ko-ky-01154.mp3,,,
kuunolõk',koosolek,kokous,meeting,čoahkkin,møte,möte,møte_DEU,N,ARRANGEMENT,https://synaq.org/priv/heli/ev/0001i-00897.mp3,,,
kuur'ma,koor,kerma,cream,lákca,fløte,grädde,fløte_DEU,N,FOOD_GROCERY,https://synaq.org/priv/heli/ev/0001k-ke-ko-02631.mp3,,,
kuur'ma,koorima,kuoria,peel,garahit,skrelle,skala,schälen,V,FOOD_DRINK_V,https://synaq.org/priv/heli/ev/0001k-ke-ko-02631.mp3,,,
kuus',kuus,kuusi,six,guhtta,seks,sex,sechs,Num,mCARD_VERYSMALL,https://synaq.org/priv/heli/ev/0001k-ko-ky-01215.mp3,,,
kuus',kuus,kuusi,spruce,guossa,gran,gran,gran_DEU,N,PLANT,https://synaq.org/priv/heli/ev/0001k-ko-ky-01215.mp3,,,
käk'mä,peitma,piilottaa,hide,čiehkat,gjemme,gömma,verstecken,V,LEISURETIME_HOME_V,https://synaq.org/priv/heli/ev/0001m-00829.mp3,,,
käk'mä,peitma,piiloutua,hide,čiehkádit,gjemme seg,gömma sig,gjemme seg_DEU,V,HUM_V,https://synaq.org/priv/heli/ev/0001m-00829.mp3,,,
käng,king,kenkä,shoe,skuovva,sko,sko,sko_DEU,N,CLOTHING_PL,https://synaq.org/priv/heli/ev/0001k-ke-ko-00946.mp3,,,
kärbläne,kärbes,kärpänen,fly,čuru,flue,flue_SWE,flue_DEU,N,BIRD,https://synaq.org/priv/heli/ev/0001k-ko-ky-02114.mp3,,,
käsi,käsi,käsi,hand,giehta,hand,hand,hand_DEU,N,BODYPART,https://synaq.org/priv/heli/ev/0001j-01142.mp3,,,
käsitüü,käsitöö,käsityö,handycraft,sámeduodji,samisk håndverk,samisk håndverk_SWE,samisk håndverk_DEU,N,HANDICRAFTS,https://synaq.org/priv/heli/ev/0001k-ko-ky-02289.mp3,,,
käsk'mä,käskima,käskeä,order,gohččut,befale,befale_SWE,befale_DEU,V,VERBAL_V,,,,
käsütämä,käsutama,komentaa,command,komentaa_SME,befale,befalla,befehlen,V,ACTION_V,MORFAC_V,https://synaq.org/priv/heli/ev/0001k-ka-ke-00853.mp3,,
käterätt',käterätt,pyyhe,towel,sihkaldat,håndkle,handduk,håndkle_DEU,N,THING,https://synaq.org/priv/heli/ev/0001k-ko-ky-02316.mp3,,,
käändmä,pöörama,kääntää,turn,jorgalit,snu,vända sig,sich drehen,V,BODY_V,https://synaq.org/priv/heli/ev/0001k-ke-ko-00049.mp3,,,
kääriq,käärid,sakset,scissors,skárrit,saks,sax,saks_DEU,N,HANDICRAFTS_PL,https://synaq.org/priv/heli/ev/0001k-ko-ky-02370.mp3,,,
käümä,jalutama,kävellä,walk,vázzit,spasere,gå,spazieren,V,BODY_V,https://synaq.org/priv/heli/ev/0001k-ko-ky-01987.mp3,,,
kõgõ inämb,kõige rohkem,eniten,at most,eanemustá,mest,mest,mest_DEU,Adv,DIV_ADV,https://synaq.org/priv/heli/ev/0001b-d-01694.mp3,,,
kõgõ lähkümb,kõige lähem,lähin,closest,lagamus,nærmeste,närmaste,nærmeste_DEU,A,HUM_A,,,,
kõgõ,alati,aina,always,čađat,alltid,alltid,alltid_DEU,Adv,TIME_ADV,https://synaq.org/priv/heli/ev/000100700.mp3,,,
kõik',kogu,koko,whole,oppa,hel,hel,hel_DEU,A,YYY,https://synaq.org/priv/heli/ev/0001k-ke-ko-01640.mp3,,,
kõik',kõik,kaikki,all,visot,alt,alt_SWE,alt_DEU,Adv,DIV_ADV,https://synaq.org/priv/heli/ev/0001k-ke-ko-01640.mp3,,,
kõiv,kask,koivu,birch,soahki,bjørk,björk,bjørk_DEU,N,PLANT,https://synaq.org/priv/heli/ev/0001k-ka-ke-01441.mp3,,,
kõlbama,kõlbama,kelvata,be acceptable,dohkket,duge,duga,genügen,V,EXPOSURE_V,https://synaq.org/priv/heli/ev/0001k-ko-ky-01417.mp3,,,
kõlistama,helistama,soittaa,call,riŋget,ringe,ringa,telefonieren,V,HUM_V,https://synaq.org/priv/heli/ev/0001h-00786.mp3,,,
kõlistama,helistama,soittaa,ring,čuojahit,ringe,ringa,telefonieren,V,LEISURETIME_HOME_V,https://synaq.org/priv/heli/ev/0001h-00786.mp3,,,
kõllanõ,kollane,keltainen,yellow,fiskat,gul,gul,gul_DEU,A,COLOUR,https://synaq.org/priv/heli/ev/0001k-ke-ko-02068.mp3,,,
kõnd'ma,kõndima,kävellä,walk,váccašit,spasere,ströva,spazieren,V,CITY,MORFAC_V,https://synaq.org/priv/heli/ev/0001j-00199.mp3,,
kõnõlõma,rääkima,puhua,speak,hállat,snakke,prata,sprechen,V,VERBAL_V,https://synaq.org/priv/heli/ev/0001item1808.mp3,,,
kõrd,kord,vuoro,turn,vuorru,tur,tur,tur_DEU,N,ABSTRACT,https://synaq.org/priv/heli/ev/0001b-d-00395.mp3,,,
kõrd,süsteem,järjestelmä,system,vuogádat,system,system,system_DEU,N,ABSTRACT,https://synaq.org/priv/heli/ev/0001b-d-00395.mp3,,,
kõrdama,kordama,kerrata,repeat,geardduhit,gjenta,upprepa,wiederholen,V,ACTION_V,https://synaq.org/priv/heli/ev/0001b-d-00467.mp3,,,
kõrraldama,korraldama,järjestää,arrange,lágidit,arrangere,ordna,arrangieren,V,WORK_ECONOMY_V,https://synaq.org/priv/heli/ev/0001k-ke-ko-02617.mp3,,,
kõrv,kõrv,korva,ear,beallji,øre,öre,øre_DEU,N,BODYPART,https://synaq.org/priv/heli/ev/0001k-ko-ky-01668.mp3,,,
kõtt,kõht,vatsa,stomach,čoavji,mage,mage,mage_DEU,N,BODYPART,https://synaq.org/priv/heli/ev/0001k-ko-ky-01331.mp3,,,
kõtuhalu,kõhuvalu,mahakipu,stomach pain,čoavjebávččas,mageknip,magknip,mageknip_DEU,N,ILLNESS,https://synaq.org/priv/heli/ev/0001k-ko-ky-01351.mp3,,,
kõva,kõva,kova,hard,garas,hard,hård,hard_DEU,A,OBJECT_A,https://synaq.org/priv/heli/ev/0001k-ka-ke-00037.mp3,,,
kõvva,kõvasti,kovasti,hard,hirbmadit,voldsomt,voldsamt,voldsomt_DEU,Adv,DIV_ADV,https://synaq.org/priv/heli/ev/0001h-02016.mp3,,,
köhimä,köhima,yskiä,cough,gossat,hoste,hosta,husten,V,BODY_V,MORFAC_V,https://synaq.org/priv/heli/ev/0001k-ko-ky-02386.mp3,,
köhä,köha,yskä,cough,gosahat,hoste,hosta,hoste_DEU,N,ILLNESS,https://synaq.org/priv/heli/ev/0001k-ko-ky-02376.mp3,,,
köütmä,siduma,sitoa,bind,čatnat,binde,binda,binden,V,ACTION_V,https://synaq.org/priv/heli/ev/0001item1021.mp3,,,
küdsämä,küpsetama,leipoa,bake,láibut,bake,baka,backen,V,FOOD_DRINK_V,https://synaq.org/priv/heli/ev/0001b-d-02359.mp3,,,
küdsämä,küpsetama,paistaa,roast,bassit,steke,steka,braten,V,FOOD_DRINK_V,https://synaq.org/priv/heli/ev/0001b-d-02359.mp3,,,
külbmä,külvama,kylvää,plant,gilvit,plante,så,sähen,V,WORK_ECONOMY_V,https://synaq.org/priv/heli/ev/0001k-ko-ky-02637.mp3,,,
külgenakkaja tõbi,nakkushaigus,tarttuva tauti,infectious disease,njoammudávda,smittsom sykdom,smittsom sykdom_SWE,smittsom sykdom_DEU,N,ILLNESS,https://synaq.org/priv/heli/ev/20001t-tet2qtaht-toim-00196.mp3,,,
küllä minemä,külastama,vierailla,visit,galledit,besøke,besöka,besuchen,V,HUM_V,,,,
külm,külm,kylmä,cold,čoaskkis,kjølig,kylig,kjølig_DEU,A,WEATHER_A,https://synaq.org/priv/heli/ev/0001k-ko-ky-02586.mp3,,,
külmembäs minemä,külmemaks minema,kylmetä,cool,čoaskut,kjølne,svalna,sich abkühlen,V,WEATHER_V,https://synaq.org/priv/heli/ev/0001k-ko-ky-02614.mp3,,,
külä,küla,kylä,village,gilli,bygd,bygd,bygd_DEU,N,PLACE_STAYING,https://synaq.org/priv/heli/ev/000101612.mp3,,,
küläliisitarõ,külalistetuba,vierashuone,guest room,guosselatnja,gjesterom,gästrum,gjesterom_DEU,N,ROOM,https://synaq.org/priv/heli/ev/0001k-ko-ky-02506.mp3,,,
küläline,külaline,vieras,guest,guossi,gjest,gäst,gjest_DEU,N,OTHERS,https://synaq.org/priv/heli/ev/0001k-ko-ky-02502.mp3,,,
küländki,üsna,melko,quite,viehka,ganske,ganska,ganske_DEU,Adv,DIV_ADV,,,,
kümme,kümme,kymmenen,ten,logi,ti,tio,zehn,Num,mCARD_SMALL,https://synaq.org/priv/heli/ev/0001k-ko-ky-02646.mp3,,,
künnel',küünal,kynttilä,candle,ginttal,stearinlys,talgljus,stearinlys_DEU,N,CHRISTMAS,https://synaq.org/priv/heli/ev/0001k-ko-ky-02730.mp3,,,
kürvidsäsalat’,kõrvitsasalat,kurpitsasalaatti,pumpkin salad,kurpitsasalaatti_SME,pumpesalat,pumpasallad,Kürbissalat,N,FOOD_DISH,,,,
kürvits,kõrvits,kurpitsa,pumpkin,kurpitsa_SME,pumpe,gresskar,pumpa,Kürbis,N,FOOD_DISH,FOOD_GROCERY,https://synaq.org/priv/heli/ev/0001k-ko-ky-01714.mp3,
küsümine,küsimus,kysymys,question,gažaldat,spørsmål,fråga,Frage,N,LANGUAGEPART,https://synaq.org/priv/heli/ev/0001k-ko-ky-02694.mp3,,,
küsümä,küsima,kysyä,ask,jearrat,spørre,fråga,fragen,V,VERBAL_V,https://synaq.org/priv/heli/ev/0001k-ke-ko-02434.mp3,,,
küsütelemä,küsitlema,haastatella,interview,jearahallat,intervjue,intervjue_SWE,intervjue_DEU,V,VERBAL_V,,,,
kütmä,kütma,lämmittää,warm,ligget,varme opp,värma,aufwärmen,V,FOOD_DRINK_V,https://synaq.org/priv/heli/ev/0001k-ko-ky-02712.mp3,,,
küüds',küüs,kynsi,nail,gazza,negl,nagel,negl_DEU,N,BODYPART,https://synaq.org/priv/heli/ev/0001k-ko-ky-02795.mp3,,,
küük',köök,keittiö,kitchen,gievkkan,kjøkken,kök,kjøkken_DEU,N,ROOM,https://synaq.org/priv/heli/ev/0001k-ko-ky-02445.mp3,,,
laat,laat,markkina,market,márkan,marked,marknad,marked_DEU,N,ARRANGEMENT,https://synaq.org/priv/heli/ev/0001l-00059.mp3,,,
lag'a,lai,laaja,wide,viiddis,vid,vid,vid_DEU,A,NATURE_A,https://synaq.org/priv/heli/ev/000101885.mp3,,,
lag'a,lai,väljä,wide,gallji,rommelig,vid,rommelig_DEU,A,CLOTHING_A,https://synaq.org/priv/heli/ev/000101885.mp3,,,
lahkma,lõhkuma,pilata,destroy,bilidit,ødelegge,förstöra,zerstören,V,ACTION_V,https://synaq.org/priv/heli/ev/0001k-ke-ko-00833.mp3,,,
lahotus,lahutus,eroaminen,divorce,earráneapmi,skilsmisse,skilsmisse_SWE,skilsmisse_DEU,N,ABSTRACT,,,,
laht',laht,lahti,bay,gohppi,bukt,bukt,bukt_DEU,N,NATURE_WATER,https://synaq.org/priv/heli/ev/0001l-00261.mp3,,,
lain,laen,laina,loan,loatna,lån,lån,lån_DEU,N,FINANCE,https://synaq.org/priv/heli/ev/0001l-00130.mp3,,,
lainama,laenama,lainata,borrow,luoikat,låne bort,låna,ausleihen,V,HUM_V,https://synaq.org/priv/heli/ev/0001l-00134.mp3,,,
lainama,lenama,lainata,lend,lonet,låne,låna,borgen,V,WORK_ECONOMY_V,https://synaq.org/priv/heli/ev/0001l-00134.mp3,,,
lainõq,laine,aalto,wave,bárru,bølge,bølge_SWE,bølge_DEU,N,NATURE_WATER,https://synaq.org/priv/heli/ev/0001l-00356.mp3,,,
laisk,laisk,laiska,lazy,láiki,lat,lat,lat_DEU,A,HUM_A,https://synaq.org/priv/heli/ev/0001l-00374.mp3,,,
laiskõlõma,laisklema,laiskotella,laze,laiskotella_SME,slappe av,lata sig,faulenzen,V,ACTION_V,MORFAC_V,https://synaq.org/priv/heli/ev/0001l-00382.mp3,,
lakma,lakkuma,nuolla,lick,njoallut,slikke,slikke_SWE,slikke_DEU,V,BODY_V,https://synaq.org/priv/heli/ev/0001l-00469.mp3,,,
lakma,lakkuma,nuolla,lick,čuohkat,lepje,lapa,schlecken,V,ANIMAL_V,https://synaq.org/priv/heli/ev/0001l-00469.mp3,,,
lammas,lammas,lammas,sheep,sávza,sau,får,sau_DEU,N,ANIMAL_DOM,https://synaq.org/priv/heli/ev/0001l-00547.mp3,,,
lamp',lamp,lamppu,lamp,goallu,lampe,lampa,lampe_DEU,N,FURNITURE,https://synaq.org/priv/heli/ev/0001l-00553.mp3,,,
lang,lõng,lanka,thread,árpu,tråd,tråd,tråd_DEU,N,HANDICRAFTS,https://synaq.org/priv/heli/ev/0001l-00558.mp3,,,
lats',laps,lapsi,child,mánná,barn,barn,Kind,N,FAMILY,CHILD,https://synaq.org/priv/heli/ev/0001j-01068.mp3,,
latsiaid,lasteaed,lastentarha,kindergarten,mánáidgárdi,barnehage,daghem,barnehage_DEU,N,CITY,https://synaq.org/priv/heli/ev/0001l-00682.mp3,,,
latsikodo,lastekodu,lastenkoti,orphanage,mánáidruoktu,barnehjem,barnehjem_SWE,barnehjem_DEU,N,BUILDING,https://synaq.org/priv/heli/ev/0001l-00687.mp3,,,
latsiraamat,lasteraamat,lastenkirja,children's book,mánáidgirji,barnebok,barnbok,barnebok_DEU,N,TEXT,https://synaq.org/priv/heli/ev/0001l-00690.mp3,,,
latsõlats',lapselaps,lapsenlapsi,grandchild,mánáidmánná,barnebarn,barnbarn,barnebarn_DEU,N,FAMILY,https://synaq.org/priv/heli/ev/0001l-00626.mp3,,,
latsõpõlv',lapsepõlv,lapsuus,childhood,mánnávuohta,barndom,barndom_SWE,barndom_DEU,N,TIME_OTHER,https://synaq.org/priv/heli/ev/0001l-00633.mp3,,,
laud,laud,pöytä,table,beavdi,bord,bord,bord_DEU,N,FURNITURE,https://synaq.org/priv/heli/ev/000101331.mp3,,,
laulja,laul,laulu,song,lávlla,sang,sång,sang_DEU,N,SOUND,https://synaq.org/priv/heli/ev/0001b-d-01867.mp3,,,
laulja,laulja,laulaja,songer,lávlu,sanger,sångare,sanger_DEU,N,PROFESSION,https://synaq.org/priv/heli/ev/0001b-d-01867.mp3,,,
laulma,laulma,laulaa,sing,lávlut,synge,sjunga,singen,V,ACTION_V,MORFAC_V,https://synaq.org/priv/heli/ev/0001l-00810.mp3,,
lauluraamat,laulik,laulukirja,song book,lávllagirji,sangbok,sångbok,sangbok_DEU,N,TEXT,https://synaq.org/priv/heli/ev/0001l-00802.mp3,,,
lausõq,lause,lause,sentence,cealkka,setning,sats,Satz,N,LANGUAGEPART,https://synaq.org/priv/heli/ev/0001b-d-02170.mp3,,,
laut,laut,navetta,barn,návet,fjøs,fähus,fjøs_DEU,N,BUILDING,https://synaq.org/priv/heli/ev/0001l-00861.mp3,,,
leevämuro,leivaviil,leipäviipale,slice of bread,láibevajahas,brødskive,smörgås,brødskive_DEU,N,FOOD_DISH,https://synaq.org/priv/heli/ev/0001k-ko-ky-02366.mp3,,,
lehekuu,mai,toukokuu,may,miessemánnu,mai,maj,mai_DEU,N,TIME_POINT_LOC,https://synaq.org/priv/heli/ev/0001m-00397.mp3,,,
lehekülg',lehekülg,sivu,side,siidu,side,side_SWE,side_DEU,N,TEXT,https://synaq.org/priv/heli/ev/0001l-00962.mp3,,,
lehm,lehm,lehmä,cow,gussa,ku,ko,ku_DEU,N,ANIMAL_DOM,https://synaq.org/priv/heli/ev/0001l-00976.mp3,,,
leht',leht,lehti,leaf,lasta,løv,löv,løv_DEU,N,PLANT,https://synaq.org/priv/heli/ev/000100554.mp3,,,
leib,leib,leipä,bread,láibi,brød,bröd,Brot,N,FOOD_GROCERY,https://synaq.org/priv/heli/ev/0001l-01001.mp3,,,
lepp,lepp,leppä,alder,leaibi,older,older_SWE,older_DEU,N,PLANT,https://synaq.org/priv/heli/ev/0001l-01195.mp3,,,
liblik,liblikas,perhonen,butterfly,beaiveloddi,sommerfugl,fjäril,sommerfugl_DEU,N,BIRD,https://synaq.org/priv/heli/ev/0001l-01261.mp3,,,
liha,liha,liha,meat,biergu,kjøtt,kött,Fleisch,N,FOOD_GROCERY,https://synaq.org/priv/heli/ev/0001l-01359.mp3,,,
lihtsä,lihtne,helppo,easy,álki,lett,lätt,lett_DEU,A,OBJECT_A,https://synaq.org/priv/heli/ev/0001b-d-00022.mp3,,,
liikma,liikuma,liikkua,move,lihkadit,bevege seg,bevege seg_SWE,bevege seg_DEU,V,BODY_V,https://synaq.org/priv/heli/ev/0001l-01497.mp3,,,
liikmismärk',liiklusmärk,liikennemerkki,traffic sign,johtalusgalba,trafikkskilt,trafikskilt,trafikkskilt_DEU,N,CITY,,,,
liin,linn,kaupunki,city,gávpot,by,stad,by_DEU,N,PLACE_STAYING,https://synaq.org/priv/heli/ev/0001k-ke-ko-00931.mp3,,,
liitri,liiter,litra,liter,lihtar,liter,liter,liter_DEU,N,AMOUNT,https://synaq.org/priv/heli/ev/0001l-01558.mp3,,,
liitsõna,liitsõna,yhdyssana,compound word,goallossátni,sammensatt ord,sammansatt ord,zusammengesetztes Wort,N,LANGUAGEPART,https://synaq.org/priv/heli/ev/0001l-01569.mp3,,,
liivakast',liivakast,hiekkalinna,sand castle,sáttošloahtta,sandslott,sandslott,sandslott_DEU,N,TOY,,,,
likõ,märg,märkä,wet,njuoskkas,våt,våt,våt_DEU,A,NATURE_A,https://synaq.org/priv/heli/ev/0001m-02818.mp3,,,
lill',lill,kukka,flower,lieđđi,blomst,blomma,blomst_DEU,N,PLANT,https://synaq.org/priv/heli/ev/0001l-01597.mp3,,,
lilla,lilla,violetti,violet,fioleahtta,fiolett,violett,fiolett_DEU,A,COLOUR,https://synaq.org/priv/heli/ev/0001l-01599.mp3,,,
lill’kapstas,lillkapsas,kukkakaali,cauliflower,diehppegálla,blomkål,blomkål,Blumenkohl,N,FOOD_DISH,FOOD_GROCERY,https://synaq.org/priv/heli/ev/0001l-01620.mp3,,
limonaat',limonaad,limonadi,limonade,limonáda,brus,läsk,brus_DEU,N,DRINK,https://synaq.org/priv/heli/ev/0001l-01635.mp3,,,
lindama,lendama,lentää,fly,girdit,fly,flyga,fliegen,V,ANIMAL_V,https://synaq.org/priv/heli/ev/0001l-01125.mp3,,,
linnujaam,lennujaam,lentokenttä,airport,girdišillju,flyplass,flygplats,flyplass_DEU,N,CITY,https://synaq.org/priv/heli/ev/0001l-01144.mp3,,,
linnuk,lennuk,lentokone,airplane,girdi,fly,flyg,Flugzeug,N,VEHICLE,https://synaq.org/priv/heli/ev/0001l-01604.mp3,,,
lipp,lipp,lippu,flag,leavga,flagg,flagg,flagg_DEU,N,THING,https://synaq.org/priv/heli/ev/0001l-01770.mp3,,,
loodsik,paat,vene,boat,fanas,båt,båt,båt_DEU,N,VEHICLE,https://synaq.org/priv/heli/ev/0001l-02407.mp3,,,
loodsik,paat,vene,boat,vanca,båt,båt,båt_DEU,N,VEHICLE,https://synaq.org/priv/heli/ev/0001l-02407.mp3,,,
loomulik,loomulik,luonnollinen,natural,lunddolaš,naturlig,naturlig,naturlig_DEU,A,ISSUE_A,https://synaq.org/priv/heli/ev/0001l-02277.mp3,,,
luba,luba,lupa,law,lohpi,lov,lag,lov_DEU,N,ABSTRACT,https://synaq.org/priv/heli/ev/0001l-01831.mp3,,,
lubama,lubama,luvata,promise,lohpidit,love,lova,versprechen,V,HUM_V,,,,
lugõja,lugeja,lukija,reader,lohkki,leser,läsare,leser_DEU,N,ACTOR,https://synaq.org/priv/heli/ev/0001b-d-01866.mp3,,,
lugõma,lugema,lukea,read,lohkat,lese,läsa,lesen,V,SCHOOL_V,MORFAC_V,https://synaq.org/priv/heli/ev/0001j-00697.mp3,,
lugõmik,lugemik,lukukirja,reading book,lohkangirji,lesebok,läsebok,lesebok_DEU,N,SCHOOL,https://synaq.org/priv/heli/ev/0001l-02529.mp3,,,
lugõminõ,lugemine,lukeminen,reading,lohkamuš,lesestoff,läsning,lesestoff_DEU,N,TEXT,https://synaq.org/priv/heli/ev/0001l-01109.mp3,,,
luik,luik,joutsen,swan,njukča,svane,svan,svane_DEU,N,BIRD,https://synaq.org/priv/heli/ev/0001l-02554.mp3,,,
luits,lusikas,lusikka,spoon,baste,skje,sked,skje_DEU,N,KITCHEN,https://synaq.org/priv/heli/ev/0001l-02661.mp3,,,
lukk,lukk,lukko,lock,loahkka,lås,lås,lås_DEU,N,ROOMPART,https://synaq.org/priv/heli/ev/0001l-02576.mp3,,,
lumi,lumi,lumi,snow,muohta,snø,snö,Schnee,N,WEATHER,https://synaq.org/priv/heli/ev/0001l-02613.mp3,,,
lumõmiis',lumememm,lumiukko,snowman,muohtaáddjá,snømann,snöman,Schneemann,N,CHRISTMAS,https://synaq.org/priv/heli/ev/0001l-02610.mp3,,,
luu,luu,luu,bone,dákti,bein,ben,bein_DEU,N,BODYPART,https://synaq.org/priv/heli/ev/0001k-ke-ko-02435.mp3,,,
luudus,loodus,luonto,nature,luondu,natur,natur,natur_DEU,N,NATURE,https://synaq.org/priv/heli/ev/0001l-02271.mp3,,,
luulõtama,luuletama,runoilla,write poems,diktet,dikte,skriva dikter,Gedichte schreiben,V,ACTION_V,MORFAC_V,https://synaq.org/priv/heli/ev/0001l-02709.mp3,,
luulõtus,luuletus,runo,poem,dikta,dikt,dikt,dikt_DEU,N,TEXT,https://synaq.org/priv/heli/ev/0001l-02712.mp3,,,
luutma,lootma,toivoa,hope,doaivut,tro,hoppas,hoffen,V,EXPERIENCE_V,https://synaq.org/priv/heli/ev/0001l-02404.mp3,,,
luutus,lootus,toivo,hope,doaivva,håp,hopp,håp_DEU,N,THOUGHT,https://synaq.org/priv/heli/ev/0001l-02411.mp3,,,
lähkü,lähedane,läheinen,close,lagaš,nær,när,nær_DEU,A,ISSUE_A,https://synaq.org/priv/heli/ev/0001l-03234.mp3,,,
lähkün,lähedal,lähellä,nearby,lahkosis,i nærheten,i närheten,i nærheten_DEU,Adv,PLACE_ADV,https://synaq.org/priv/heli/ev/0001l-01300.mp3,,,
lämmämbäs minemä,soojemaks minema,lämmetä,become milder,bivaldit,bli mildere,bli mildare,milder werden,V,WEATHER_V,https://synaq.org/priv/heli/ev/0001s-sa-so-02617.mp3,,,
läsk',lesk,leski,widow,leaska,enke,änka,enke_DEU,N,FAMILY,https://synaq.org/priv/heli/ev/0001i-00757.mp3,,,
lõhekala,lõhe,lohi,salmon,luossa,laks,lax,laks_DEU,N,FISH,https://synaq.org/priv/heli/ev/0001l-02831.mp3,,,
