lemma_võro,lemma_estonian,lemma_finnish,lemma_english,lemma_saami,lemma_norwegian,lemma_swedish,lemma_german,pos,semtype,audio,,,
pakma,pakkuma,tarjota,offer,fállat,tilby,erbjuda,anbieten,V,HUM_V,https://synaq.org/priv/heli/ev/0001n-o-02421.mp3,,,
pakminõ,pakkumine,tarjous,offer,fálaldat,tilbud,erbjudande,tilbud_DEU,N,ABSTRACT,https://synaq.org/priv/heli/ev/0001b-d-01887.mp3,,,
paks,paks,paksu,fat,gassat,tjukk,tjock,tjukk_DEU,A,ANIMAL_A,https://synaq.org/priv/heli/ev/0001item1447.mp3,,,
paks,paks,paksu,thick,assái,tykk,tjock,tykk_DEU,A,OBJECT_A,https://synaq.org/priv/heli/ev/0001item1447.mp3,,,
pal'as,paljas,alaston,naked,álás,naken,naken,naken_DEU,A,mHUM_A,,,,
palama,põlema,palaa,burn,buollit,brenne,brinna,brennen,V,EXPOSURE_V,https://synaq.org/priv/heli/ev/0001k-ko-ky-02467.mp3,,,
palavik,palavik,kuume,fever,feber,feber,feber,feber_DEU,N,ILLNESS,https://synaq.org/priv/heli/ev/0001p-pa-po-00602.mp3,,,
palk,palk,palkka,salary,bálká,lønn,lön,lønn_DEU,N,FINANCE,https://synaq.org/priv/heli/ev/0001p-pa-po-00685.mp3,,,
pall',pall,pallo,ball,spábba,ball,boll,ball_DEU,N,TOY,https://synaq.org/priv/heli/ev/0001p-pa-po-00692.mp3,,,
pall'o,liiga,liian,too,menddo,altfor,alltför,altfor_DEU,Adv,DIV_ADV,https://synaq.org/priv/heli/ev/000101466.mp3,,,
pall'o,palju,monta,many,máŋga,mange,mange_SWE,mange_DEU,Num,mCARD_VERYSMALL,https://synaq.org/priv/heli/ev/000101466.mp3,,,
pall'o,palju,paljon,much,ollu,mye,mycket,mye_DEU,Adv,AMOUNT,https://synaq.org/priv/heli/ev/000101466.mp3,,,
pallõma,palvetama,rukoilla,pray,rohkadallat,be,be_SWE,be_DEU,V,VERBAL_V,https://synaq.org/priv/heli/ev/0001k-ke-ko-00036.mp3,,,
palohk,pohl,puolukka,lingonberry,jokŋa,tyttebær,lingon,tyttebær_DEU,N,PLANT,https://synaq.org/priv/heli/ev/0001p-pa-po-02911.mp3,,,
palotama,põletama,polttaa,burn,boaldit,brenne,brinna,brennen,V,ACTION_V,https://synaq.org/priv/heli/ev/0001p-po-py-01463.mp3,,,
pang',ämber,ämpäri,bucket,eappir,spann,hink,spann_DEU,N,CONTAINER,https://synaq.org/priv/heli/ev/0001item0649.mp3,,,
pang',ämber,ämpäri,kettle,gievdni,kjele,kittel,kjele_DEU,N,KITCHEN,https://synaq.org/priv/heli/ev/0001item0649.mp3,,,
pank,pank,pankki,bank,báŋku,bank,bank,bank_DEU,N,CITY,https://synaq.org/priv/heli/ev/0001p-pa-po-00762.mp3,,,
pann’kuuk’,pannkook,lettu,pancake,bánnogáhkku,pannekake,pannkaka,Pfannkuchen,N,FOOD_DISH,https://synaq.org/priv/heli/ev/0001p-pa-po-00775.mp3,,,
paprik,paprika,paprika,sweet pepper,paprihkka,paprika,paprika,Paprika,N,FOOD_GROCERY,https://synaq.org/priv/heli/ev/0001p-pa-po-00830.mp3,,,
papõr',paber,paperi,paper,bábir,papir,papper,papir_DEU,N,TEXT,https://synaq.org/priv/heli/ev/0001b-d-00098.mp3,,,
parandama,parandama,korjata,mend,divvut,reparere,laga,reparieren,V,WORK_ECONOMY_V,https://synaq.org/priv/heli/ev/0001p-pa-po-00876.mp3,,,
parandama,parandama,parantaa,improve,buoridit,forbedre,förbereda,vorbereiten,V,ACTION_V,https://synaq.org/priv/heli/ev/0001p-pa-po-00876.mp3,,,
paranõma,paranema,parantua,get better,buorránit,bli bedre,förbättra,verbessern,V,EXPOSURE_V,https://synaq.org/priv/heli/ev/0001p-pa-po-00887.mp3,,,
paras,paras,sopiva,fit,heivvolaš,passelig,lagom,passelig_DEU,A,CLOTHING_A,https://synaq.org/priv/heli/ev/0001k-ke-ko-01698.mp3,,,
pastiit’,pasteet,pasteija,paté,meastu,vuoivvasmeastu,vuoivvasnjuvddus,postei,pastej,Pastete,N,FOOD_DISH,https://synaq.org/priv/heli/ev/0001p-pa-po-01087.mp3,
pehmeq,pehme,leuto,mild,bivval,mild,mild,mild_DEU,A,WEATHER_A,https://synaq.org/priv/heli/ev/0001item0464.mp3,,,
pehmeq,pehme,pehmeä,soft,dimis,myk,mjuk,myk_DEU,A,OBJECT_A,https://synaq.org/priv/heli/ev/0001item0464.mp3,,,
pehmeq,pehme,pehmeä,soft,linis,myk,mjuk,myk_DEU,A,CLOTHING_A,https://synaq.org/priv/heli/ev/0001item0464.mp3,,,
peigmiis',peigmees,poikaystävä,boyfriend,irgi,mannlig kjæreste,pojkvän,mannlig kjæreste_DEU,N,FAMILY,https://synaq.org/priv/heli/ev/000101329.mp3,,,
pelgämä,kartma,pelätä,be afraid,ballat,være redd,vara rädd,Angst haben,V,EXPERIENCE_V,MORFAC_V,https://synaq.org/priv/heli/ev/0001k-ka-ke-01325.mp3,,
pelmeeniq,pelmeenid,pelmenit,dumplings,pelmenit_SME,dumplings,dumplings,Knödel,N,FOOD_DISH_PL,,,,
pension',pension,eläke,pension,ealáhat,pensjon,pension,pensjon_DEU,N,JOB,https://synaq.org/priv/heli/ev/0001p-pa-po-01616.mp3,,,
pereq,pere,perhe,family,bearaš,familie,familj,familie_DEU,N,OTHERS,https://synaq.org/priv/heli/ev/0001l-01004.mp3,,,
perimüs,pärimus,perinne,tradition,árbevierru,tradisjon,tradition,Tradition,N,ABSTRACT,https://synaq.org/priv/heli/ev/0001p-po-py-01782.mp3,,,
perrenimi,perekonnanimi,sukunimi,family name,goargu,etternavn,efternamn,etternavn_DEU,N,LANGUAGEPART,https://synaq.org/priv/heli/ev/0001p-pa-po-01662.mp3,,,
perrä kaema,järele vaatama,katsoa perään,look after,bearráigeahččat,inspisere,passa på,aufpassen,V,LEISURETIME_HOME_V,https://synaq.org/priv/heli/ev/0001h-01237.mp3,,,
peräle joudma,kohale jõudma,päästä perille,arrive,joavdat,nå fram,hamna,ankommen,V,TRAVEL_V,https://synaq.org/priv/heli/ev/0001l-00128.mp3,,,
pesä,pesa,pesä,nest,biedju,hi,ide,hi_DEU,N,NATURE_PLACE,https://synaq.org/priv/heli/ev/0001p-pa-po-01733.mp3,,,
petäi,mänd,mänty,pine,beahci,furu,tall,furu_DEU,N,PLANT,https://synaq.org/priv/heli/ev/0001m-02772.mp3,,,
pia,varsti,pian,soon,fargga,snart,snart,snart_DEU,Adv,TIME_ADV,https://synaq.org/priv/heli/ev/0001l-01311.mp3,,,
piaaigo,peaaegu,melkein,almost,masá,nesten,nesten_SWE,nesten_DEU,Adv,DIV_ADV,https://synaq.org/priv/heli/ev/0001item0846.mp3,,,
pido,pidu,juhla,party,feasta,fest,fäst,fest_DEU,N,ARRANGEMENT,https://synaq.org/priv/heli/ev/0001n-o-02410.mp3,,,
pidämä,pidama,pitää,should,berret,burde,böra,sollen,V,AUX_V,https://synaq.org/priv/heli/ev/0001h-01161.mp3,,,
pidämä,pidama,täytyä,must,fertet,måtte,måste,müssen,V,AUX_V,https://synaq.org/priv/heli/ev/0001h-01161.mp3,,,
pihl,pihlakas,pihlaja,rowan,skáhpi,rogn,rogn_SWE,rogn_DEU,N,PLANT,https://synaq.org/priv/heli/ev/0001p-pa-po-01929.mp3,,,
pihlõnõ,oranž,oranssi,orange,oránša,orange,orange,orange_DEU,A,COLOUR,https://synaq.org/priv/heli/ev/0001n-o-02662.mp3,,,
piigli,peegel,peili,mirror,speajal,speil,spegel,speil_DEU,N,FURNITURE,https://synaq.org/priv/heli/ev/0001p-pa-po-01349.mp3,,,
piim,piim,maito,milk,mielki,melk,mjölk,Milch,N,DRINK,https://synaq.org/priv/heli/ev/0001p-pa-po-01986.mp3,,,
piimäkuu,juuni,kesäkuu,June,geassemánnu,juni,juni,juni_DEU,N,TIME_POINT_LOC,https://synaq.org/priv/heli/ev/0001j-00737.mp3,,,
piir',piir,raja,border,rádjá,grense,gräns,grense_DEU,N,NATURE,https://synaq.org/priv/heli/ev/0001b-d-00048.mp3,,,
piir'kund,piirkond,alue,area,guovlu,område,område,område_DEU,N,PLACE_STAYING,https://synaq.org/priv/heli/ev/000101190.mp3,,,
piirak,pirukas,piirakka,pie,piirakka_SME,pirog,pirog,Pirogge,N,FOOD_DISH,https://synaq.org/priv/heli/ev/0001p-pa-po-02509.mp3,,,
piit’,peet,juurikas,beet,ruksesruohtas,bete,beta,Bete,N,FOOD_DISH,FOOD_GROCERY,https://synaq.org/priv/heli/ev/0001p-pa-po-01440.mp3,,
pikkus,pikkus,pituus,length,guhkkodat,utstrekning,utstrekning_SWE,utstrekning_DEU,N,AMOUNT,https://synaq.org/priv/heli/ev/0001k-ke-ko-00442.mp3,,,
pikne,äike,ukkonen,thunder,bajándálki,tordenvær,åskväder,tordenvær_DEU,N,WEATHER,https://synaq.org/priv/heli/ev/0001item0627.mp3,,,
pikäle olõma,lamama,maata,lay,veallát,ligge,ligga,liegen,V,BODY_V,https://synaq.org/priv/heli/ev/0001l-00502.mp3,,,
pildiraamat,pildiraamat,kuvakirja,picture book,govvagirji,bildebok,bildbok,bildebok_DEU,N,TEXT,,,,
pilet',pilet,lippu,ticket,bileahtta,billett,biljett,billett_DEU,N,TRAVEL,https://synaq.org/priv/heli/ev/0001p-po-py-01845.mp3,,,
pill',pill,soitin,instrument,čuojanas,instrument,instrument,instrument_DEU,N,INSTRUMENT,https://synaq.org/priv/heli/ev/0001i-00614.mp3,,,
pilt',pilt,kuva,picture,govva,bilde,bild,bilde_DEU,N,FURNITURE,https://synaq.org/priv/heli/ev/0001k-ka-ke-00019.mp3,,,
pilven,pilves,pilvistä,clouded,obbadálki,overskyet vær,överskyad väder,overskyet vær_DEU,N,WEATHER,https://synaq.org/priv/heli/ev/0001p-pa-po-02327.mp3,,,
pingutama,pingutama,jännityä,strain,befeštuvvat,gjøre en innsats,anstränga sig,sich anstrengen,V,ACTION_V,MORFAC_V,https://synaq.org/priv/heli/ev/0001p-pa-po-02396.mp3,,
pini,koer,koira,dog,beana,hund,hund,hund_DEU,N,ANIMAL_PET,https://synaq.org/priv/heli/ev/0001k-ke-ko-01589.mp3,,,
pink',pink,penkki,bench,beaŋka,benk,bänk,benk_DEU,N,FURNITURE,https://synaq.org/priv/heli/ev/0001p-pa-po-02414.mp3,,,
pipõr',pipar,pippuri,pepper,bihppor,pepper,peppar,pepper_DEU,N,FOOD_GROCERY_PL,https://synaq.org/priv/heli/ev/0001p-pa-po-02452.mp3,,,
pipõr'kuuk',piparkook,piparkakku,gingerbread,bihpporgáhkku,pepperkake,pepparkaka,pepperkake_DEU,N,CHRISTMAS,https://synaq.org/priv/heli/ev/0001p-pa-po-02455.mp3,,,
pipõr’,pipar,pippuri,pepper,bihppor,pepper,peppar,Pfeffer,N,FOOD_GROCERY,https://synaq.org/priv/heli/ev/0001p-pa-po-02452.mp3,,,
pissar,pisar,kyynel,tear,ganjal,tåre,tår,tåre_DEU,N,BODYPART,,,,
pitsa,pitsa,pizza,pizza,pizza,pizza,pizza,Pizza,N,FOOD_DISH,https://synaq.org/priv/heli/ev/0001p-pa-po-02618.mp3,,,
plaan'ma,plaanima,suunnitella,plan,plánet,planlegge,planlegge_SWE,planlegge_DEU,V,CITY,https://synaq.org/priv/heli/ev/0001l-00039.mp3,,,
pleiäts',pliiats,kynä,pen,peanna,penn,penna,penn_DEU,N,THING,https://synaq.org/priv/heli/ev/0001p-pa-po-02768.mp3,,,
poig,poeg,poika,boy,bárdni,gutt,pojke,Sohn,N,FAMILY,https://synaq.org/priv/heli/ev/0001n-o-00370.mp3,,,
poiskõnõ,poisike,pieni poika,small boy,gánddaš,liten gutt,liten gutt_SWE,liten gutt_DEU,N,OTHERS,CHILD,https://synaq.org/priv/heli/ev/0001p-pa-po-02930.mp3,,
poiss',poiss,poika,boy,gánda,gutt,pojke,gutt_DEU,N,OTHERS,CHILD,https://synaq.org/priv/heli/ev/0001p-pa-po-02944.mp3,,
poiss'miis',poissmees,poikamies,bachelor,boaresbárdni,ungkar,ungkarl,ungkar_DEU,N,OTHERS,https://synaq.org/priv/heli/ev/0001p-pa-po-02950.mp3,,,
politsei,politseinik,poliisi,police,politiija,politi,polis,politi_DEU,N,PROFESSION,,,,
post',post,posti,post,boasta,post,post,Post,N,TEXT,https://synaq.org/priv/heli/ev/0001p-pa-po-03281.mp3,,,
post'mark',postmark,postimerkki,stamp,boastamearka,frimerke,frimärke,frimerke_DEU,N,THING,,,,
praadikardohkaq,praekartulid,paistettuja perunoita,fried potatoes,goikat buđehat,stekte poteter,stekt potatis,Bratkartoffeln,N,FOOD_DISH_PL,,,,
praadiliha,praeliha,paisti,roast,roast pork,paisti_SME,stek,skinkestek,stek,skinkstek,Braten,Schweinebraten,N,FOOD_DISH 
praadimass,praemaks,paistettua maksaa,fried liver,goikat vuoivvas,stekt lever,stekt lever,gebratene Leber,N,FOOD_DISH ,,,,
praat’,praad,pääruoka,main course,pääruoka_SME,hovedrett,huvudrätt,Hauptgang,N,FOOD_DISH,https://synaq.org/priv/heli/ev/0001p-po-py-00004.mp3,,,
prilliq,prillid,silmälasit,glasses,čalbmelásat,briller,glasögon,briller_DEU,N,CLOTHING_OTHER,https://synaq.org/priv/heli/ev/0001p-po-py-00213.mp3,,,
prints',prins,prinssi,prince,gonagasbárdni,prins,prins,Prinz,N,OTHERS,https://synaq.org/priv/heli/ev/0001p-po-py-00230.mp3,,,
printsess',printsess,prinsessa,princess,gonagasnieida,prinsesse,prinsessa,Prinzessin,N,OTHERS,,,,
pruuk'ma,kasutama,käyttää,use,atnit,bruke,bruka,gebrauchen,V,HUM_V,https://synaq.org/priv/heli/ev/0001k-ka-ke-01499.mp3,,,
pruuk'ma,kasutama,käyttää,use,geavahit,bruke,använda,benützen,V,ACTION_V,https://synaq.org/priv/heli/ev/0001k-ka-ke-01499.mp3,,,
pruum'ma,proovima,kokeilla,try,geahččalit,forsøke,försöka,versuchen,V,AUX_V,https://synaq.org/priv/heli/ev/0001item1796.mp3,,,
pruun',pruun,ruskea,brown,ruškat,brun,brun,brun_DEU,A,COLOUR,https://synaq.org/priv/heli/ev/0001p-po-py-00482.mp3,,,
pruut',pruut,tyttöystävä,girlfriend,moarsi,kvinnelig kjæreste,flickvän,kvinnelig kjæreste_DEU,N,FAMILY,https://synaq.org/priv/heli/ev/000101325.mp3,,,
prügü,prügi,roska,rubbish,ruska,rusk,rosk,rusk_DEU,N,ROOM_OTHER,https://synaq.org/priv/heli/ev/0001p-po-py-00071.mp3,,,
prügükast',prügikast,roskakori,trash bin,ruskalihtti,søppelbøtte,sophink,søppelbøtte_DEU,N,FURNITURE,https://synaq.org/priv/heli/ev/0001p-po-py-00561.mp3,,,
pudõr,puder,puuro,porridge,buvru,grøt,gröt,grøt_DEU,N,FOOD_DISH,https://synaq.org/priv/heli/ev/0001p-po-py-00627.mp3,,,
puhkama,puhkama,levätä,rest,vuoiŋŋastit,hvile,vila,sich ausruhen,V,mUSETIME,MORFAC_V,https://synaq.org/priv/heli/ev/0001n-o-02210.mp3,,
puhm,põõsas,pensas,bush,miestta,busk,busk_SWE,busk_DEU,N,NATURE,https://synaq.org/priv/heli/ev/0001p-po-py-00755.mp3,,,
pulm,pulm,häät,wedding,heajat,bryllup,bröllop,bryllup_DEU,N,ARRANGEMENT_PL,https://synaq.org/priv/heli/ev/0001m-02469.mp3,,,
pulm,pulm,häät,wedding,náittus,bryllup,bröllop,bryllup_DEU,N,SHOW,https://synaq.org/priv/heli/ev/0001m-02469.mp3,,,
punkt',punkt,piste,point,čuokkis,poeng,poäng,poeng_DEU,N,YYY,https://synaq.org/priv/heli/ev/0001p-po-py-00947.mp3,,,
pupp',nukk,nukke,doll,dohkká,dokke,docka,dokke_DEU,N,TOY,https://synaq.org/priv/heli/ev/0001n-o-01116.mp3,,,
purõma,hammustama,purra,bite,gáskit,bite,bite_SWE,bite_DEU,V,ANIMAL_V,https://synaq.org/priv/heli/ev/0001h-00355.mp3,,,
put'ka,kiosk,kioski,kiosk,kioska,kiosk,kiosk,kiosk_DEU,N,SHOP,https://synaq.org/priv/heli/ev/0001p-po-py-01147.mp3,,,
putõl',pudel,pullo,bottle,boahtal,flaske,flaske_SWE,flaske_DEU,N,CONTAINER,https://synaq.org/priv/heli/ev/0001p-po-py-00616.mp3,,,
puu,puu,puu,tree,muorra,tre,trä,tre_DEU,N,PLANT,https://synaq.org/priv/heli/ev/0001k-ka-ke-00913.mp3,,,
puuduma,puuduma,puutua,be absent,váilut,være fra,frånvara,abwesend sein,V,ACTION_V,MORFAC_V,https://synaq.org/priv/heli/ev/0001p-po-py-01180.mp3,,
puul' killo,pool kilo,puoli kiloa,half kilo,kilobealle,halvkilo,halvkilo_SWE,halvkilo_DEU,N,AMOUNT,,,,
puul',pool,puoli,half,bealli,halvdel,halvdel,halvdel_DEU,N,AMOUNT,https://synaq.org/priv/heli/ev/0001k-ka-ke-00395.mp3,,,
puul'päiv,laupäev,lauantai,saturday,lávvardat,lørdag,lördag,Samstag,N,TIME_POINT_GEN,https://synaq.org/priv/heli/ev/0001l-00827.mp3,,,
puut',kauplus,kauppa,shop,gávpi,butikk,affär,butikk_DEU,N,SHOP,https://synaq.org/priv/heli/ev/0001item0747.mp3,,,
puutri,arvuti,tietokone,computer,dihtor,datamaskin,dator,datamaskin_DEU,N,THING,https://synaq.org/priv/heli/ev/000101472.mp3,,,
puutrifirma,arvutifirma,tietokoneyritys,computer company,dihtorfitnodat,datafirma,datorfirma,datafirma_DEU,N,JOB,,,,
puuvili,puuvili,hedelmä,fruit,šaddu,heđen,frukt,frukt,Obst,N,FOOD_DISH,FOOD_GROCERY,https://synaq.org/priv/heli/ev/0001p-po-py-01241.mp3,
pähk’mäq,pähklid,pähkinät,nuts,niehtit,nøtter,nötter,Nüsse,N,FOOD_DISH_PL,FOOD_GROCERY_PL,,,
päiv,päev,päivä,day,beaivi,dag,dag,dag_DEU,N,WEATHER,https://synaq.org/priv/heli/ev/0001p-po-py-01649.mp3,,,
päiv,päike,aurinko,sun,beaivváš,sol,sol,sol_DEU,N,NATURE,https://synaq.org/priv/heli/ev/0001p-po-py-01649.mp3,,,
päsemä,pääsema,päästä,get away,beassat,slippe inn,slippa in,hereinkommen,V,ACTION_V,MORFAC_V,https://synaq.org/priv/heli/ev/0001v-vana-vargus-00142.mp3,,
pästmä,päästma,pelastaa,rescue,gádjut,redde,redde_SWE,redde_DEU,V,ACTION_V,https://synaq.org/priv/heli/ev/000101858.mp3,,,
pästmä,päästma,pelastaa,save,beastit,frelse,frelse_SWE,frelse_DEU,V,ACTION_V,https://synaq.org/priv/heli/ev/000101858.mp3,,,
pää,pea,pää,head,oaivi,hode,huvud,hode_DEU,N,BODYPART,https://synaq.org/priv/heli/ev/0001n-o-01161.mp3,,,
päähalu,peavalu,pääkipu,migraine,oaivebávččas,hodepine,huvudvärk,hodepine_DEU,N,ILLNESS,https://synaq.org/priv/heli/ev/0001m-01040.mp3,,,
päältlõunõq,pärastlõuna,iltapäivä,afternoon,eahketbeaivi,ettermiddag,ettermiddag_SWE,ettermiddag_DEU,N,TIME_OTHER,https://synaq.org/priv/heli/ev/0001p-po-py-01752.mp3,,,
päätoimõndaja,peatoimetaja,päätoimittaja,editor,váldodoaimmaheaddji,sjefsredaktør,chefsredaktör,sjefsredaktør_DEU,N,PROFESSION,https://synaq.org/priv/heli/ev/0001p-pa-po-01306.mp3,,,
pääväpaistus,päikesepaiste,auringonpaiste,sunshine,beaivvádat,solskinn,solsken,solskinn_DEU,N,WEATHER,https://synaq.org/priv/heli/ev/0001p-po-py-01706.mp3,,,
pääväraamat,päevik,päiväkirja,diary,beaivegirji,dagbok,dagbok,Tagesbuch,N,TEXT,https://synaq.org/priv/heli/ev/0001p-po-py-01676.mp3,,,
põdõr,põder,hirvi,elk,ealga,elg,älg,Elch,N,ANIMAL_WILD,https://synaq.org/priv/heli/ev/0001p-po-py-01253.mp3,,,
põh'apõdõr,põhjapõder,poro,reindeer,boazu,reinsdyr,ren,Renntier,N,ANIMAL_DOM,,,,
põhi,põhi,pohja,bottom,bodni,bunn,botten,bunn_DEU,N,PLACE_LOCAL,https://synaq.org/priv/heli/ev/000100938.mp3,,,
põimukuu,august,elokuu,august,borgemánnu,august,augusti,august_DEU,N,TIME_POINT_LOC,https://synaq.org/priv/heli/ev/000101674.mp3,,,
põlv',põlv,polvi,knee,čibbi,kne,knä,kne_DEU,N,BODYPART,https://synaq.org/priv/heli/ev/0001b-d-02279.mp3,,,
põnnõv,põnev,jännittävä,exciting,gelddolaš,spennende,spännande,spennende_DEU,A,ISSUE_A,https://synaq.org/priv/heli/ev/0001h-01619.mp3,,,
põrk'nas,porgand,porkkana,carrot,rušpi,gulrot,morot,gulrot_DEU,N,FOOD_GROCERY,https://synaq.org/priv/heli/ev/0001p-pa-po-03207.mp3,,,
põrmand,põrand,lattia,floor,guolbi,golv,golv,golv_DEU,N,ROOMPART,https://synaq.org/priv/heli/ev/0001p-po-py-01554.mp3,,,
põrmandurõivas,põrandavaip,lattiamatto,carpet,láhtterátnu,golvteppe,matta,golvteppe_DEU,N,FURNITURE,,,,
põsk',põsk,poski,cheek,muohtu,kinn,kind,kinn_DEU,N,BODYPART,https://synaq.org/priv/heli/ev/0001p-po-py-01613.mp3,,,
pühk'mä,pühkima,pyyhkiä,wipe,sihkkut,tørke av,torka,trocknen,V,HUM_V,https://synaq.org/priv/heli/ev/0001p-po-py-01972.mp3,,,
püksiq,püksid,housut,trousers,buvssat,bukse,byxor,bukse_DEU,N,CLOTHING_PL,https://synaq.org/priv/heli/ev/0001p-po-py-01979.mp3,,,
pümme,pime,sokea,blind,čalmmeheapme,blind,blind,blind_DEU,A,BODY_A,https://synaq.org/priv/heli/ev/0001p-pa-po-02337.mp3,,,
pümmes minemä,pimenema,pimetä,darken,sevnnjodit,mørkne,mörkna,dunkel werden,V,WEATHER_V,,,,
pümmesoolik,pimesool,umpisuoli,appendix,obbalággá,blindtarm,blindtarm_SWE,blindtarm_DEU,N,BODYPART,https://synaq.org/priv/heli/ev/0001p-pa-po-02356.mp3,,,
püüne,lava,näyttämö,scene,lávdi,scene,scen,scene_DEU,N,ROOMPART,https://synaq.org/priv/heli/ev/0001b-d-01836.mp3,,,
raadio,raadio,radio,radio,radio,radio,radio,radio_DEU,N,FURNITURE,https://synaq.org/priv/heli/ev/0001r-00002.mp3,,,
raamadugõnõ,brošüür,kirjanen,small book,girjjáš,liten bok,liten bok_SWE,liten bok_DEU,N,TEXT,,,,
raamadukogo,raamatukogu,kirjasto,library,bibliotehka,bibliotek,bibliotek,bibliotek_DEU,N,CITY,,,,
raamadukogo,raamatukogu,kirjasto,library,girjerádju,bibliotek,bibliotek,bibliotek_DEU,N,CITY,,,,
raamadupuut',raamatukauplus,kirjakauppa,bookstore,girjegávpi,bokhandel,bokaffär,bokhandel_DEU,N,SHOP,,,,
raamaduriiol',raamaturiiul,kirjahylly,bookshelf,girjehildu,bokhylle,bokhylla,bokhylle_DEU,N,FURNITURE,,,,
raamat,raamat,kirja,book,girji,bok,bok,bok_DEU,N,TEXT,https://synaq.org/priv/heli/ev/0001r-00016.mp3,,,
rada,rada,polku,path,luodda,sti,stig,sti_DEU,N,ROAD,https://synaq.org/priv/heli/ev/0001r-00100.mp3,,,
radokuu,veebruar,helmikuu,february,guovvamánnu,februar,februari,februar_DEU,N,TIME_POINT_LOC,https://synaq.org/priv/heli/ev/0001v-vari-vunk-00386.mp3,,,
raha,raha,raha,money,ruhta,penge,pengar,Geld,N,FINANCE,https://synaq.org/priv/heli/ev/0001h-01635.mp3,,,
rahakott',rahakott,lompakko,wallet,ruhtabursa,pengepung,plånbok,pengepung_DEU,N,THING,https://synaq.org/priv/heli/ev/0001k-ko-ky-00609.mp3,,,
rahudu,rahutu,rauhaton,restless,muoseheapme,urolig,orolig,urolig_DEU,A,ANIMAL_A,https://synaq.org/priv/heli/ev/0001item0723.mp3,,,
rahvas,rahvas,kansa,people,álbmot,folk,folk,folk_DEU,N,OTHERS,https://synaq.org/priv/heli/ev/0001k-ke-ko-02449.mp3,,,
raputama,raputama,ravistaa,shake,savdnjilit,riste,hastigt skaka av,abschütteln,V,HUM_V,https://synaq.org/priv/heli/ev/0001l-02155.mp3,,,
rassõ,raske,raskas,heavy,lossat,tung,tung,tung_DEU,A,ANIMAL_A,https://synaq.org/priv/heli/ev/0001b-d-00436.mp3,,,
rassõ,raske,vaikea,difficult,váttis,vanskelig,svår,vanskelig_DEU,A,OBJECT_A,https://synaq.org/priv/heli/ev/0001b-d-00436.mp3,,,
rasõv,rasv,rasva,fat,buoidi,fett,fett,fett_DEU,N,FOOD_OTHER,https://synaq.org/priv/heli/ev/0001r-00573.mp3,,,
raud,raud,rauta,iron,ruovdi,jern,järn,jern_DEU,N,NATURE,https://synaq.org/priv/heli/ev/0001j-00956.mp3,,,
rehekuu,oktoober,lokakuu,october,golggotmánnu,oktober,oktober,oktober_DEU,N,TIME_POINT_LOC,https://synaq.org/priv/heli/ev/0001n-o-02367.mp3,,,
rehkendämä,arvutama,laskea,calculate,rehkenastit,regne,räkna,rechnen,V,SCHOOL_V,MORFAC_V,https://synaq.org/priv/heli/ev/000101460.mp3,,
reis'mä,reisima,matkustaa,travel,johtit,reise,resa,reisen,V,mMOVE_V,https://synaq.org/priv/heli/ev/0001r-00943.mp3,,,
reis'mä,reisima,matkustaa,travel,mátkkoštit,reise,resa,reisen,V,mACTIVITY,MORFAC_V,https://synaq.org/priv/heli/ev/0001r-00943.mp3,,
repän',rebane,kettu,fox,rieban,rev,räv,rev_DEU,N,ANIMAL_WILD,https://synaq.org/priv/heli/ev/0001r-00750.mp3,,,
restoraan',restoran,ravintola,restaurant,restoráŋŋa,restaurant,restaurant,restaurant_DEU,N,CITY,https://synaq.org/priv/heli/ev/0001r-01137.mp3,,,
ridamaja,ridamaja,rivitalo,terraced house,ráidodállu,rekkehus,rekkehus_SWE,rekkehus_DEU,N,CITY,https://synaq.org/priv/heli/ev/0001r-01219.mp3,,,
riidi,reede,perjantai,friday,bearjadat,fredag,fredag,fredag_DEU,N,TIME_POINT_GEN,https://synaq.org/priv/heli/ev/0001r-00794.mp3,,,
riik',riik,valtio,country,riika,land,land,land_DEU,N,PLACE_STAYING,https://synaq.org/priv/heli/ev/0001k-ko-ky-00121.mp3,,,
riik',riik,valtio,state,stáhta,stat,stat,stat_DEU,N,ORGANIZATION,https://synaq.org/priv/heli/ev/0001k-ko-ky-00121.mp3,,,
riikevaihõlinõ,rahvusvaheline,kansainvälinen,international,riikkaidgaskasaš,internasjonal,internationell,internasjonal_DEU,A,ISSUE_A,https://synaq.org/priv/heli/ev/0001i-00645.mp3,,,
riiol',riiul,hylly,shelf,hildu,hylle,hylla,hylle_DEU,N,FURNITURE,https://synaq.org/priv/heli/ev/0001r-01328.mp3,,,
riis',riis,riisi,rice,risen,ris,ris,ris_DEU,N,FOOD_GROCERY,https://synaq.org/priv/heli/ev/0001r-01303.mp3,,,
riisipudõr,riisipuder,riisipuuro,rice porridge,risenbuvru,risengrynsgrøt,risgrynsgröt,risengrynsgrøt_DEU,N,FOOD_DISH,,,,
rikas,rikas,rikas,rich,rikkis,rik,rik,rik_DEU,A,HUM_A,https://synaq.org/priv/heli/ev/0001j-00916.mp3,,,
rind,rind,naisen rinta,breast,čižži,kvinnebryst,bröst,kvinnebryst_DEU,N,BODYPART,https://synaq.org/priv/heli/ev/0001r-01212.mp3,,,
