muu
vilja
pelattu
hollantilainen
aseellinen
ristiriitainen
protestanttinen
eettinen
arveltu
vuotuinen
laskenut
kulttuurinen
fysikaalinen
myrkyllinen
menestyksekäs
valmistava
itävaltalainen
kannettava
haudattu
ehdoton
erinomainen
soveltuva
norja
lievä
kielteinen
uhanalainen
toistuva
tiivis
parhain
ottava
taitava
rauhallinen
pyöreä
marxilainen
kulunut
pienikokoinen
maanalainen
lähtöinen
norjalainen
langaton
kuultu
kielellinen
kantava
suuruinen
siirtyvä
koottu
myönteinen
epävirallinen
vangittu
myöhäinen
herkkä
muutettu
tuova
lestadiolainen
puinen
geneettinen
ehtoollinen
tyyppinen
päivittäinen
orgaaninen
terävä
perustava
keinotekoinen
solmittu
saavutettu
kirkollinen
kaukainen
isänmaallinen
hiljainen
virheellinen
tarpeellinen
pätevä
järjestäytynyt
vaatimaton
siirretty
päättynyt
jakautunut
sveitsiläinen
progressiivinen
musiikillinen
luokiteltu
laajamittainen
kehittyvä
humanistinen
pohjoismainen
patentti
paljas
minkäänlainen
hieno
eronnut
arvostettu
vahvistettu
uskollinen
saapuva
romaaninen
muodollinen
satunnainen
peräkkäinen
taiteellinen
päällystetty
menevä
sovittu
samanniminen
empiirinen
sidottu
perus#suomalainen
osallistuva
magneettinen
kokeellinen
kaksinkertainen
verinen
nestemäinen
kansallismielinen
buddhalainen
yllättävä
värikäs
terve
luontainen
kiinnitetty
vakituinen
turha
reilu
ongelmallinen
lauhkea
kiistanalainen
arvoinen
alava
vievä
varakas
käsitelty
poikkeava
massiivinen
ammatillinen
uralilainen
tuhoisa
syöpä
suurikokoinen
kanadalainen
psyykkinen
parillinen
painava
nimitetty
aikalainen
kykenevä
karu
altis
taisteleva
riippuvainen
merkitsevä
neutraali
latinankielinen
abstrakti
saksankielinen
nuorsuomalainen
maltillinen
käsittävä
rehevä
pyörivä
painettu
miehitetty
makea
dynaaminen
vähempi
synkkä
sopeutunut
liiallinen
kuvitteellinen
kaikenlainen
ainutlaatuinen
virolainen
rauhoitettu
päättävä
avattu
ylivoimainen
tunnusomainen
kookas
koillinen
jumalallinen
havaittava
skandinaavinen
luovutettu
kiivas
hajanainen
aineellinen
sairas
lisäävä
laajennettu
hämärä
esihistoriallinen
uuno
työskentelevä
sula
porvarillinen
nähtävä
kohoava
epävakaa
yksilöllinen
vapautettu
noudattava
lukematon
loiva
globaali
ensisijainen
vallattu
tyyni
syyllinen
salattu
näkevä
kääntynyt
kosminen
korea
voitettu
työtön
suullinen
rajoittava
oikeistolainen
metallinen
ilmeinen
villi
riippuva
menetetty
katolilainen
indoeurooppalainen
aseistettu
raju
palestiinalainen
niukka
kaksikielinen
epävarma
analoginen
äärellinen
vuoristoinen
ulkopoliittinen
rajallinen
irlantilainen
germaaninen
vanhentunut
sateinen
perinnöllinen
luonnontieteellinen
kognitiivinen
tyytyväinen
suppea
rikollinen
mielenkiintoinen
lyhytaikainen
keskitetty
arktinen
näkymätön
kunnallinen
kivikautinen
aatelinen
stoalainen
sitoutumaton
peittävä
omistettu
muuttumaton
mittava
karkea
julma
ilmoitettu
hedelmällinen
geometrinen
etelämpi
epäsäännöllinen
suomenruotsalainen
ranskankielinen
puoleinen
pienehkö
luonnonvarainen
laajentunut
kohtuullinen
keskinen
arabialainen
yksityiskohtainen
viereinen
vauras
uudenlainen
puolustava
perusteltu
optinen
etenevä
bysanttilainen
älykäs
yliluonnollinen
ukrainalainen
parlamentaarinen
osittainen
oikeutettu
mennyt
kohonnut
karismaattinen
alkeellinen
ympäröimä
yksikamarinen
uusklassinen
täsmällinen
puuttuva
outo
oranssi
oletettu
loistava
korvaava
hämäläinen
aloittava
osoitettu
hankittu
esikois#lestadiolainen
älyllinen
uhkaava
savolainen
pallomainen
näköinen
lahjakas
jollainen
innokas
identtinen
hävitty
epätavallinen
epämääräinen
ajankohtainen
yhdistyvä
taktinen
syrjäinen
symbolinen
passiivinen
parantunut
akustinen
visuaalinen
suomalaisugrilainen
operatiivinen
hyväksyttävä
aggressiivinen
vapaamielinen
slaavilainen
rajattu
pienimuotoinen
laajuinen
kytketty
kuulumaton
kuulu
yhteenlaskettu
maanpäällinen
tyylinen
tunnustettu
suosiva
siviili
palava
osaava
kyseenalainen
istutettu
geologinen
erottuva
yhteensopiva
tulkittu
sitoutunut
naispuolinen
lentokykyinen
lakkautettu
kotoperäinen
kolmiulotteinen
tarpeeton
suojeltu
maineikas
kelpaava
kapitalistinen
jakava
asumaton
ajettu
valittava
uusiutuva
suotuisa
sijoitettu
periytyvä
myyttinen
kyrillinen
konkreettinen
keksitty
kaksikamarinen
arjalainen
viljelty
törkeä
tilastollinen
synteettinen
realistinen
päinvastainen
leuto
kaksisuuntainen
ekumeeninen
ääninen
teollistunut
tapainen
rakenteellinen
pariton
paljo
opillinen
hyökkäävä
halukas
estävä
esteettinen
epätosi
elinikäinen
diplomaattinen
automaattinen
australialainen
täytetty
suurehko
melodinen
järkevä
jalo
israelilainen
aasialainen
värillinen
universaali
romanttinen
oppinut
odotettu
juliaaninen
hellenistinen
elinvoimainen
armenialainen
tappava
suojaava
selvinnyt
omistava
monimuotoinen
liberaalinen
kirjava
heikentynyt
belgialainen
asettunut
ainut
vakinainen
rauhanomainen
parantava
metsäinen
maksullinen
kutsuva
kapinoiva
kaksiosainen
eteläpuolinen
äkillinen
vastaavanlainen
uloin
toisenlainen
subtrooppinen
ruumiillinen
puutteellinen
nostettu
miespuolinen
legendaarinen
käyttökelpoinen
kirjattu
keskeneräinen
itsehallinnollinen
istuva
himmeä
verrannollinen
vankka
taivaallinen
onnellinen
olematon
näennäinen
kunnollinen
keväinen
jalostettu
itämainen
hopeinen
arkinen
ammattilainen
vulkaaninen
vihamielinen
uskonnoton
ohjaava
mannermainen
lopettanut
kaareva
huomattu
väkevä
vaihtuva
tyytymätön
toiminnallinen
samantapainen
rutto
keskikokoinen
järjestelmällinen
epäilty
argentiinalainen
suojattu
maksettava
lyhä
kumma
korkuinen
kivinen
huolehtiva
asutettu
yksinkertaistettu
tuhottu
siihenastinen
raaka
osallinen
odottava
mustavalkoinen
maalattu
kiinnostava
jaksollinen
ideologinen
hylätty
ymmärrettävä
viisas
tilapäinen
suoranainen
seemiläinen
perimmäinen
määräävä
mieto
maksuton
korkea-arvoinen
keynesiläinen
hapan
fossiilinen
babylonialainen
ahdas
värinen
vasemmisto#nuori
sisäpoliittinen
mielivaltainen
merellinen
menty
loukkaava
kohtalainen
jäykkä
ekologinen
ateenalainen
alaikäinen
varautunut
valloitettu
tietynlainen
tantrinen
rankka
rakentava
rakastava
puhuttava
lyhytikäinen
keskimmäinen
kehittävä
fiktiivinen
edesmennyt
akuutti
tunteva
päättyvä
pysty
oikeudenmukainen
kulu
hallittu
haastava
ahkera
vaja
pienentynyt
pakanallinen
luonteenomainen
käsiteltävä
harjoitettu
erityyppinen
epäsuora
auttava
vähentävä
täysikasvuinen
sopimaton
rinnakkainen
rautakautinen
pukeutunut
nimellinen
levoton
käsitteellinen
kreikankielinen
koristeltu
komea
julistettu
heijastava
epikurolainen
elintärkeä
algebrallinen
yksinäinen
viettävä
vietnamilainen
velho
poltettu
ontologinen
korjattu
kaatunut
apostolinen
tahallinen
sijainen
putoava
naturalistinen
nationalistinen
kaupunkilainen
iloinen
hyväksyvä
humoristinen
foinikialainen
vaadittava
tuolloinen
systemaattinen
suoraviivainen
subjektiivinen
siirrettävä
rohkea
moninkertainen
mielekäs
luettava
kuoleva
kulttuurillinen
korealainen
harvalukuinen
gnostilainen
edistävä
edistyksellinen
tähtienvälinen
tuonpuoleinen
terveydellinen
synnyttävä
sodanjälkeinen
skotlantilainen
rasistinen
rahallinen
punakaartilainen
pitkäikäinen
marxilaisleniniläinen
luonnontilainen
levittäytynyt
laadukas
islaminuskoinen
ehdollinen
aurinkoinen
asennettu
rationaalinen
palkittu
ostettu
muokattu
miehinen
merkityksellinen
litteä
kiistaton
ajatteleva
yksimielinen
yhtäläinen
valio
vakuuttunut
suolainen
salliva
reagoiva
merentakainen
luopunut
keveä
kansanomainen
houkutteleva
ajautunut
vetävä
vanhoillinen
teknologinen
tasa-arvoinen
takainen
säätelevä
staattinen
seremoniallinen
selkärangaton
selittävä
perättäinen
osuva
oikeudellinen
läpinäkyvä
lineaarinen
leviävä
käyrä
kuluttava
jaollinen
hullu
hindulainen
eristetty
autoritaarinen
alankomaalainen
alamainen
aatteellinen
varovainen
vaeltava
ulompi
täysimittainen
tehoton
spartalainen
psykoanalyyttinen
maolainen
lähestyvä
kolminkertainen
kellertävä
hoidettava
hierarkkinen
hankkiva
yliopistollinen
yhtyvä
tähtitieteellinen
tuottelias
taajaväkinen
sitkeä
samanaikainen
pohjalainen
likainen
kuubalainen
kiihkeä
ikivanha
halkova
georgialainen
fasistinen
endeeminen
elinkautinen
edustuksellinen
ajoitettu
yksiselitteinen
täydentävä
tuomittava
syntinen
symmetrinen
suvereeni
sairastunut
parannettu
paksuinen
omalaatuinen
metrinen
krooninen
konstantti
kireä
hylky
goottilainen
fysiologinen
epätodennäköinen
epätasainen
ennenaikainen
armas
arka
yläpuolinen
yhtynyt
väljä
viikoittainen
vahvuinen
turku#lainen
toimitettu
terminen
suuntainen
soveltava
sekava
samainen
salaperäinen
rakas
pystysuora
punaruskea
moninainen
menestyvä
läpimittainen
lyhennetty
lappalainen
kunnioittava
kehitysvammainen
itämerensuomalainen
herännyt
hallittava
yleismaailmallinen
uskova
tuottoisa
tuomittu
tuettu
tietävä
sunnuntainen
sisäänrakennettu
riittämätön
reformoitu
reaalinen
päällekkäinen
pakotettu
objektiivinen
nimetön
kuivattu
hajonnut
enenevä
välittävä
valtaisa
vaaleanpunainen
suositeltava
suojeleva
pyydetty
pitkäkestoinen
latvialainen
kompleksinen
kahdenlainen
itäpuolinen
harhaanjohtava
etäinen
epäluotettava
tottunut
toissijainen
tasavertainen
tappiollinen
synnyttänyt
suorakulmainen
stabiili
sileä
pöllö
omaelämäkerrallinen
mystinen
maaginen
luonteva
laskettava
laajeneva
kumpuileva
korkeatasoinen
halventava
hajautettu
funktionaalinen
eteläafrikkalainen
arvosteleva
ammattimainen
afroamerikkalainen
yksipuolinen
vihertävä
vastuullinen
vastasyntynyt
uskottava
suunnaton
sokraattinen
sisempi
romanialainen
omaksuttu
määritetty
monikansallinen
merkityksetön
maksettu
lupaava
luja
laulava
laitettu
laaja-alainen
kieltävä
kertynyt
kastettu
kaikkiruokainen
hajoava
edistynyt
dramaattinen
brasilialainen
äärioikeistolainen
ystävällinen
vastaanottava
tummanruskea
spontaani
soinnillinen
rajaton
raamatullinen
päätetty
puolisotilaallinen
planetaarinen
persoonallinen
länsimaalainen
levyinen
lentokyvytön
kuuro
kieliopillinen
juridinen
irakilainen
innostunut
ihanteellinen
etiopialainen
aristoteelinen
alustava
zarathustralainen
ymmärretty
venäjänkielinen
valkovenäläinen
vahvistava
transsukupuolinen
taipuva
synnynnäinen
roomalaiskatolinen
polynesialainen
perusteellinen
palkattu
normatiivinen
muunlainen
muotoiltu
materiaalinen
lakiasäätävä
kyllästynyt
kunnianhimoinen
kulloinenkin
kulloinen
katkera
kampakeraaminen
induktiivinen
anarkistinen
ylivertainen
yhteisöllinen
tuntuva
topologinen
teloitettu
syvällinen
rajoittunut
paljastunut
ontto
mentaalinen
melkoinen
mantereinen
lyöty
luova
lukenut
linnoitettu
kääntyvä
kypsä
kelttiläinen
jumalainen
iltainen
homoseksuaalinen
harmoninen
foneettinen
feministinen
eeppinen
aukea
ymmärtävä
violetti
valaistu
tarttuva
taidokas
sovellettu
saalistava
psykiatrinen
postmoderni
pitkällinen
painoinen
neurologinen
minkälainen
miehittämätön
metafyysinen
löyhä
luvaton
loppunut
koominen
kommunismin#vastainen
kollektiivinen
kokoomuslainen
kilpailukykyinen
kallioinen
islantilainen
intensiivinen
heprealainen
ennennäkemätön
deduktiivinen
äänekäs
vaurioitunut
vanhanaikainen
valkoihoinen
vahingollinen
urbaani
tummanharmaa
tuliperäinen
terveellinen
soiva
sinivalkoinen
sekainen
saastunut
räjähtävä
pilvinen
pelkistetty
omintakeinen
lämmittävä
luovuttava
liioiteltu
kätketty
kohtisuora
kliininen
irtain
iranilainen
häiritsevä
huolestunut
herättävä
haittaava
haavoittunut
evankelinen
epätarkka
autistinen
asianmukainen
aineeton
šiialainen
äänioikeutettu
viimeaikainen
veroinen
valoherkkä
vakuuttava
tunnistettava
todistettu
sulautunut
rehellinen
pohjoiskorealainen
paistettu
oheinen
nukkuva
luvattu
loputon
kuultava
kuolematon
kanoninen
kaksikerroksinen
kaiverrettu
juokseva
harmahtava
epäsymmetrinen
epäedullinen
ennätyksellinen
dialektinen
ballistinen
anglosaksinen
alistettu
yhdenmukainen
vähälukuinen
vaihdettu
upea
täysi-ikäinen
tosiasiallinen
sulava
sotiva
puuton
polttava
paranneltu
pahempi
omaleimainen
olo#suhteinen
miellyttävä
lounainen
keskustalainen
kehno
karannut
julkaisematon
huolellinen
hetkellinen
hermeneuttinen
harmaanruskea
epäsuosittu
anglikaaninen
Karjalais-#suomalainen
vähenevä
viisivuotias
vietto
tuhoava
säteilevä
sinertävä
sekoitettu
perus#tavan#laatuinen
pelottava
monoliittinen
luultu
kuolemanjälkeinen
konekielinen
jäseninen
jakaantunut
irrallinen
ikävä
humanitaarinen
herranen
väsynyt
valvova
uraauurtava
uhattu
sulautettu
sinfoninen
seppä
samanarvoinen
ruskehtava
reaaliaikainen
rauhan#sana#lainen
rauhan#san#alainen
pesä#pakoinen
pakattu
opittu
nelinkertainen
mokoma
mieletön
mieleinen
mainittava
maakunnallinen
korkealaatuinen
kielitieteellinen
kaunokirjallinen
kasvattava
kapearaiteinen
huonokuntoinen
hakattu
feodaalinen
epätäydellinen
emäksinen
ehjä
avioton
amorfinen
ylpeä
ylennetty
väritön
vilpitön
viljava
vihitty
vetäytynyt
venetsialainen
tutustunut
tiibetiläinen
tietoteoreettinen
surrealistinen
soikea
sitova
samannäköinen
potentiaalinen
pohjoispuolinen
perehtynyt
ohjattu
luoteinen
laskennallinen
laakea
kuviteltu
koskematon
jäätynyt
intuitiivinen
huikea
heijastunut
ateistinen
alaston
vetäytyvä
vaihdettava
tämäntyyppinen
teini-ikäinen
syntyperäinen
sisilialainen
saarelainen
runsaslukuinen
runollinen
psykoottinen
poikittainen
pettynyt
pahamaineinen
otollinen
oiva
näytelty
neoliittinen
mäkinen
monivuotinen
mallinen
maanlaajuinen
käänteinen
kuvaileva
korruptoitunut
ketterä
kauempi
hypoteettinen
huima
harhaoppinen
erimielinen
epäorgaaninen
epäilevä
elliptinen
eksistentialistinen
dokumentoitu
aromaattinen
ylösalainen
ylellinen
yksisarvinen
väärennetty
väkirikas
vapautunut
uudenaikainen
uiva
tšekkiläinen
työläs
tyydyttävä
säädettävä
surkea
suotuinen
sikäläinen
selvitetty
sammunut
samansuuntainen
pysähtynyt
piilotettu
pantu
palanut
omainen
muovinen
minolainen
maustettu
manikealais#uusi
maatalousvaltainen
luultava
levittävä
leikattu
kolmiosainen
kohtuuton
keskisuomalainen
kelluva
kehittymätön
kasvitieteellinen
kansallisromanttinen
jäävi
ihmeellinen
eteläkorealainen
bulgarialainen
autuas
apriorinen
vähennetty
vihainen
vertauskuvallinen
varastettu
vaaraton
vaakasuora
tyydyttynyt
tarkoituksellinen
taipuvainen
syytön
suojainen
sumerilainen
republikaaninen
psykedeelinen
pronssinen
perinteikäs
optimaalinen
onneton
neuvoteltu
neuvoa-antava
neuropsykologinen
määrittelemätön
mutkikas
mustaihoinen
mukava
länsieurooppalainen
liettualainen
leimallinen
käyttämätön
kokematon
kesy
kaupunkimainen
jonkinasteinen
jakamaton
homogeeninen
heikentävä
haluton
hajottava
eteinen
erotettava
ehdonalainen
dominoiva
ajoittainen
yksivärinen
voitokas
varttunut
työikäinen
totuttu
tasapainoinen
talouspoliittinen
surullinen
sukuinen
soinen
sodanaikainen
siisti
porilainen
paavillinen
ostovoima#korjattu
omituinen
naimaton
määräinen
mitätön
massainen
marginaalinen
mannertenvälinen
louhittu
liukeneva
lempeä
ladattava
käsitetty
kuolevainen
korsikalainen
korotettu
korostunut
kokonaisvaltainen
karhea
kannattamaton
kaksipaikkainen
kaasumainen
jättimäinen
idealistinen
häviötön
hyveellinen
hienostunut
harras
elollinen
autio
arvioiva
arkipäiväinen
aktiivi
absurdi
ylikansallinen
voittoisa
villiintynyt
vaaleanruskea
vaaleanharmaa
uudentyyppinen
tämänkaltainen
traaginen
totaalinen
suojaisa
sekalainen
saarinen
ruma
preussilainen
piru
piirretty
omavarainen
oikeaoppinen
numeerinen
mytologinen
motorinen
mielikuvituksellinen
lavea
kyvytön
koristeellinen
kohtalokas
keskieurooppalainen
kategorinen
kaoottinen
kaksijakoinen
jokavuotinen
jokapäiväinen
itsevaltainen
häviöllinen
häilyvä
hyödynnetty
harmiton
hapeton
euklidinen
espanjankielinen
erikokoinen
epämiellyttävä
eksoottinen
astronominen
arvostava
alkukantainen
vastavallankumouksellinen
vammainen
valosähköinen
uusiseelantilainen
ujo
tämänhetkinen
työntyvä
turvattu
turvallisuuspoliittinen
tuottoinen
tunnistamaton
toimitettava
sulanut
sujuva
sotaisa
skolastinen
sisin
sanallinen
salo#lainen
räjähdysmäinen
risteävä
rikottu
ratkaistava
pudonnut
paljastettu
paljastava
nepalilainen
määrällinen
muunnettu
muniva
moottoroitu
monisoluinen
modernistinen
maskuliininen
liitettävä
lapseton
laadullinen
kuukausittainen
kukkiva
kosmologinen
kolmikymmenvuotinen
katoava
järkyttynyt
järkiperäinen
johdonmukainen
isokokoinen
hetkinen
hengenvaarallinen
harkittu
etsitty
erivärinen
eristäytynyt
epätoivoinen
ennustava
yksikielinen
vähittäinen
viktoriaaninen
velvollinen
vastenmielinen
varteenotettava
valistunut
valikoiva
vaaleansininen
uudistusmielinen
uskomaton
tietämätön
taolainen
taksonominen
säteittäinen
säilytetty
syttynyt
sovitettu
sovelias
sekoittuva
samankokoinen
saatanallinen
ruostumaton
rikosoikeudellinen
pronssikautinen
periytynyt
nautittava
naiivi
myöntävä
muistettava
minimaalinen
mieluinen
maaseutumainen
luminen
loukkaantunut
lojaali
lainen
kysytty
koditon
kiiltävä
kantilainen
kalevalainen
kaksivuotinen
jäljittelevä
johdannainen
iäkäs
italiankielinen
irronnut
hävitetty
hurskas
hoikka
hienojakoinen
eroottinen
eriytynyt
asianosainen
allekirjoitettu
Salo#lainen
ympärivuotinen
yhtenevä
väistämätön
voittamaton
vasemmanpuoleinen
vapauttava
valtuutettu
tuuhea
totalitaarinen
teleologinen
syttyvä
soinniton
satiirinen
rekursiivinen
raivattu
purkautuva
prostituoitu
pelastettu
panssaroitu
oikeanpuoleinen
myötämielinen
muukalainen
monikulttuurinen
meksikolainen
marokkolainen
maksamaton
mahtipontinen
liukas
lakea
lainsäädännöllinen
laimea
laiha
kumottu
kulmikas
kolmivuotinen
keskipitkä
keski-ikäinen
katkennut
karvainen
kaksivaiheinen
järeä
jylhä
juutalaisvastainen
islamistinen
intentionaalinen
intellektuelli
inha
illyria#lainen
heraldinen
haihtuva
ei-#toivottu
baijerilainen
aseeton
arvovaltainen
arkkitehtoninen
anatominen
altailainen
allekirjoittanut
alapuolinen
aiottu
öinen
ylhäinen
yhteiskuntatieteellinen
värvätty
vuorattu
virtuaalinen
veretön
vapaamuotoinen
valmistautunut
uskottu
todistava
